building_address,tenant_name,occupancy_status,availability_status,retail_type,retail_sub_type,retailer_footprint,retail_price_point,retailer_heritage,retailer_value,retailer_occurence,location_quality,premise_quality,quality_ranking,class_mix,corner_store,percent_of_bldg_retail,premise_type,basement_sf,ground_fl_sf,mezzazine,upper_fl_sf,step_up_or_down,number_of_retail_stories,street_frontage,approx_retail_sf,street_frontage_ratio,ceiling,contains_retail,submarket,total_number_of_retail_space,total_retail_space,zip_code,xcord,ycord,building_status,borocode,borough,bbl,block,lot,frequency_of_demand,location_appearance,walkability_score,viability_score,demographic,zip_code_from,zip_code_to,submarket_health_index,gentrifcation_score,footfall_index,block_appeal,target_shopper_profile,stability_index,growth_index,retailer_viability,venting,social_media,total_bldg_front,active
185 Sullivan Street,Florencia 13 ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,South American,,,2 - Average,2 - Average,4,Average,No,50 ,Street Frontage,0,697.5,0,0,None,1,15,697.5,46.5,Standard,Yes,NoHo,2,1395,10012,984106,204628,Existing,1,Manhattan,1-525-7,525,7,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
164 Bleecker Street,Lucky JaJa Deli,Occupied,Unavailable,Grocery,"Deli, Convenience Store","Independent local, Local Chain",$$,Asian,,,2 - Average,1- Low End,3,Average,No,11 ,Street Frontage,0,1380.06,0,0,None,1,15,1380.06,92.004,Standard,Yes,NoHo,7,12546,10012,984192,204662,Existing,1,Manhattan,1-525-7501,525,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
166 Bleecker Street,Chase Bank,Occupied,Unavailable,Bank,Bank,National Chain,$$,North American,,,2 - Average,1- Low End,3,Average,No,12 ,Street Frontage,0,1505.52,0,0,None,1,15,1505.52,100.368,Standard,Yes,NoHo,7,12546,10012,984192,204662,Existing,1,Manhattan,1-525-7501,525,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
162 Bleecker Street A,Li Lac Chocolates,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food",Regional Chain,$$,North American,,,2 - Average,2 - Average,4,Average,No,11 ,Street Frontage,0,1380.06,0,0,None,1,15,1380.06,92.004,Standard,Yes,NoHo,7,12546,10012,984192,204662,Existing,1,Manhattan,1-525-7501,525,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
162 Bleecker Street B,Falucka Lounge NYC,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,11 ,Street Frontage,0,1380.06,0,0,None,1,20,1380.06,69.003,Standard,Yes,NoHo,7,12546,10012,984192,204662,Existing,1,Manhattan,1-525-7501,525,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
158 Bleecker Street B,(le) poisson rouge,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,European,,,2 - Average,2 - Average,4,Average,No,11 ,Street Frontage,0,1380.06,0,0,None,1,15,1380.06,92.004,Standard,Yes,NoHo,7,12546,10012,984192,204662,Existing,1,Manhattan,1-525-7501,525,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
168 Bleecker Street ,New Model Nail,Occupied,Unavailable,Personal Services,Nail Studio,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,Yes,11 ,Street Frontage,0,1380.06,0,0,None,1,50,1380.06,27.6012,Standard,Yes,NoHo,7,12546,10012,984192,204662,Existing,1,Manhattan,1-525-7501,525,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
158 Bleecker Street ,CVS Pharmacy ,Occupied,Unavailable,Health and Personal Care,Pharmacy,National Chain,$$,North American,,,3 - High Quality,2 - Average,5,Good,No,33 ,Street Frontage,0,4140.18,0,0,None,1,75,4140.18,55.2024,Standard,Yes,NoHo,7,12546,10012,984192,204662,Existing,1,Manhattan,1-525-7501,525,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
498 La Guardia Place,Reno Fashion ,Occupied,Unavailable,Apparel,Shoes,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,75 ,Street Frontage,0,5236,0,0,None,1,20,5236,261.8,Standard,Yes,NoHo,2,6586,10012,984311,204313,Existing,1,Manhattan,1-525-7502,525,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
496 La Guardia Place ,Mocha Burger,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,25 ,Street Frontage,0,1350,0,0,None,1,15,1350,90,Standard,Yes,NoHo,2,6586,10012,984311,204313,Existing,1,Manhattan,1-525-7502,525,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
181 Thompson Street B,Ok Fashion Town Cleaners ,Occupied,Unavailable,"Laundry, Dry Cleaning","Laundry, Dry Cleaning","Independent local, Local Chain",$,North American,,,2 - Average,2 - Average,4,Average,No,33 ,Street Frontage,0,867.9,0,0,None,1,15,867.9,57.86,Standard,Yes,NoHo,3,2630,10012,984158,204513,Existing,1,Manhattan,1-525-7503,525,7503,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
177 Thompson Street,Greenwich Laundromat,Occupied,Unavailable,"Laundry, Dry Cleaning","Laundry, Dry Cleaning","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,33 ,Street Frontage,0,867.9,0,0,None,1,15,867.9,57.86,Standard,Yes,NoHo,3,2630,10012,984158,204513,Existing,1,Manhattan,1-525-7503,525,7503,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
181 Thompson Street A,Carbone,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,European,,,2 - Average,3 - High Quality,5,Good,No,34 ,Street Frontage,0,2630,0,0,None,1,30,2630,87.6666666666667,Standard,Yes,NoHo,3,2630,10012,984158,204513,Existing,1,Manhattan,1-525-7503,525,7503,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
510 LaGuardia Place,Le Souk Harem,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,European,Hip,,2 - Average,2 - Average,4,Average,No,50 ,Street Frontage,0,1067,0,0,None,1,35,1067,30.4857142857143,Standard,Yes,NoHo,2,2134,10012,984449,204482,Existing,1,Manhattan,1-525-7504,525,7504,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
142 Bleecker Street ,GMT Tavern,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,No,50 ,Street Frontage,0,1800,0,0,None,1,80,1800,22.5,Standard,Yes,NoHo,2,2134,10012,984449,204482,Existing,1,Manhattan,1-525-7504,525,7504,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
154 Bleecker Street,Vacant,Vacant,Available,,,,,,,,2 - Average,2 - Average,4,Average,No,,Street Frontage,0,1605,0,0,None,,,1605,?,Standard,Yes,NoHo,3,13000,10012,984352,204544,Existing,1,Manhattan,1-525-7506,525,7506,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
154 Bleecker Street A,Capital One Bank,Occupied,Unavailable,Bank,Bank,National Chain,$$,North American,,,3 - High Quality,2 - Average,5,Good,No,75 ,Street Frontage,0,9750,0,0,None,1,50,9750,195,Standard,Yes,NoHo,3,13000,10012,984352,204544,Existing,1,Manhattan,1-525-7506,525,7506,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
154 Bleecker Street B,Vacant,Vacant,Available,,,,,,,,3 - High Quality,2 - Average,5,Good,No,25 ,Street Frontage,0,1605,0,0,None,1,25,1605,64.2,Standard,Yes,NoHo,3,13000,10012,984352,204544,Existing,1,Manhattan,1-525-7506,525,7506,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
194 Bleecker Street A,Artful Posters,Occupied,Unavailable,Gifts and Memorabilia,"Gift Shop, Memorabilia and Souvenirs","Independent local, Local Chain",$$,North American,,,3 - High Quality,1- Low End,4,Average,No,50 ,Street Frontage,0,375,0,0,None,1,10,375,37.5,Standard,Yes,NoHo,2,750,10012,983784,204930,Existing,1,Manhattan,1-526-22,526,22,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
194 Bleecker Street B,Masala Times,Occupied,Unavailable,Restaurant & Bar,Take-out,"Independent local, Local Chain",$$,Asian,,,3 - High Quality,1- Low End,4,Average,No,50 ,Street Frontage,0,375,0,0,None,1,10,375,37.5,Standard,Yes,NoHo,2,750,10012,983784,204930,Existing,1,Manhattan,1-526-22,526,22,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
190 Bleecker Street B,Percy's Pizza,Occupied,Unavailable,Restaurant & Bar,Fast Food,"Independent local, Local Chain",$,North American,,,2 - Average,1- Low End,3,Average,No,50 ,Street Frontage,0,450,0,0,None,1,10,450,45,Standard,Yes,NoHo,2,900,10012,983826,204902,Existing,1,Manhattan,1-526-24,526,24,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
190 Bleecker Street A,Bombay Duck,Occupied,Unavailable,Restaurant & Bar,Take-out,"Independent local, Local Chain",$$,Asian,,,3 - High Quality,1- Low End,4,Average,No,50 ,Street Frontage,0,450,0,0,None,1,10,450,45,Standard,Yes,NoHo,2,900,10012,983826,204902,Existing,1,Manhattan,1-526-24,526,24,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
187 Bleecker Street,Fukirou,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,Asian,,,2 - Average,2 - Average,4,Average,No,20 ,Street Frontage,0,237,0,0,None,1,20,237,11.85,Standard,Yes,NoHo,3,1185,10012,983847,204889,Existing,1,Manhattan,1-526-25,526,25,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
87 MacDougal Street,JG Melon,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,Yes,70 ,Street Frontage,0,829.5,0,0,None,1,60,1100,18.3333333333333,Standard,Yes,NoHo,3,1185,10012,983847,204889,Existing,1,Manhattan,1-526-25,526,25,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
89 MacDougal Street ,CB's Comedy Club,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,No,10 ,Street Frontage,0,118.5,0,0,None,1,2,118.5,59.25,Standard,Yes,NoHo,3,1185,10012,983847,204889,Existing,1,Manhattan,1-526-25,526,25,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
81 MacDougal Street ,Caffe Dante ,Occupied,Unavailable,Restaurant & Bar,Cafe,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,,Street Frontage,0,1065,0,0,None,1,15,1000,66.6666666666667,Standard,Yes,NoHo,2,2500,10012,983776,204849,Existing,1,Manhattan,1-526-26,526,26,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
85 MacDougal Street ,Camaje Bistro ,Occupied,Available,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,European,,,2 - Average,2 - Average,4,Average,No,,Street Frontage,750,750,0,0,None,1,20,1500,75,Standard,Yes,NoHo,2,2500,10012,983776,204849,Existing,1,Manhattan,1-526-26,526,26,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
 79 MacDougal Street A,Caffe Dante ,Occupied,Unavailable,Restaurant & Bar,Cafe,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,50 ,Street Frontage,0,1065,0,0,None,1,15,1065,71,Standard,Yes,NoHo,2,2130,10012,983754,204816,Existing,1,Manhattan,1-526-28,526,28,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
79 MacDougal Street B,The Mermaid Inn,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$$$,North American,,,2 - Average,2 - Average,4,Average,No,50 ,Street Frontage,0,1065,0,0,None,1,15,1065,71,Standard,Yes,NoHo,2,2130,10012,983754,204816,Existing,1,Manhattan,1-526-28,526,28,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
184 Bleecker Street,Bank of America,Occupied,Unavailable,Bank,Bank,National Chain,$$,North American,,,2 - Average,2 - Average,4,Average,No,20 ,Street Frontage,0,368,0,0,None,1,20,368,18.4,Standard,Yes,NoHo,2,1840,10012,983922,204852,Existing,1,Manhattan,1-526-56,526,56,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
186 Bleecker Street,Vacant,Vacant,Available,Blank,,,,,,,3 - High Quality,2 - Average,5,Good,Yes,80 ,Street Frontage,,1472,,,None,1,100,1472,14.72,Standard,Yes,NoHo,2,1840,10012,983922,204852,Existing,1,Manhattan,1-526-56,526,56,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
170 Bleecker Street ,Bamboleo Mexican Cafe ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,South American,,,2 - Average,2 - Average,4,Average,No,35 ,Street Frontage,0,910,0,0,None,1,120,910,7.58333333333333,Standard,Yes,NoHo,3,2600,10012,984048,204757,Existing,1,Manhattan,1-526-64,526,64,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
172 Bleecker Street ,Cafe Espanol ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$,European,,,3 - High Quality,2 - Average,5,Good,No,35 ,Street Frontage,0,910,0,0,None,1,20,910,45.5,Standard,Yes,NoHo,3,2600,10012,984048,204757,Existing,1,Manhattan,1-526-64,526,64,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
